frame_index,image_file_name,frame_timestamp_ns,pose_record_index,pose_timestamp_ns,time_delta_ms,image_intrinsics_mode,tracking_state
286,frame_1468047178421066.jpg,1468047178421066,287,1468047178421066,0.000,session_fixed,TRACKING
287,frame_1468047211894278.jpg,1468047211894278,288,1468047211894278,0.000,session_fixed,TRACKING
288,frame_1468047245258341.jpg,1468047245258341,289,1468047245258341,0.000,session_fixed,TRACKING
289,frame_1468047278622403.jpg,1468047278622403,290,1468047278622403,0.000,session_fixed,TRACKING
290,frame_1468047312012628.jpg,1468047312012628,291,1468047312012628,0.000,session_fixed,TRACKING
291,frame_1468047345376690.jpg,1468047345376690,292,1468047345376690,0.000,session_fixed,TRACKING
292,frame_1468047378740753.jpg,1468047378740753,293,1468047378740753,0.000,session_fixed,TRACKING
293,frame_1468047412138196.jpg,1468047412138196,294,1468047412138196,0.000,session_fixed,TRACKING
294,frame_1468047445502259.jpg,1468047445502259,295,1468047445502259,0.000,session_fixed,TRACKING
295,frame_1468047478866321.jpg,1468047478866321,296,1468047478866321,0.000,session_fixed,TRACKING
296,frame_1468047512173939.jpg,1468047512173939,297,1468047512173939,0.000,session_fixed,TRACKING
297,frame_1468047545538002.jpg,1468047545538002,298,1468047545538002,0.000,session_fixed,TRACKING
298,frame_1468047578902064.jpg,1468047578902064,299,1468047578902064,0.000,session_fixed,TRACKING
299,frame_1468047612229225.jpg,1468047612229225,300,1468047612229225,0.000,session_fixed,TRACKING
300,frame_1468047645593287.jpg,1468047645593287,301,1468047645593287,0.000,session_fixed,TRACKING
301,frame_1468047678957298.jpg,1468047678957298,302,1468047678957298,0.000,session_fixed,TRACKING
302,frame_1468047712278828.jpg,1468047712278828,303,1468047712278828,0.000,session_fixed,TRACKING
303,frame_1468047745642891.jpg,1468047745642891,304,1468047745642891,0.000,session_fixed,TRACKING
304,frame_1468047779006901.jpg,1468047779006901,305,1468047779006901,0.000,session_fixed,TRACKING
305,frame_1468047812477160.jpg,1468047812477160,306,1468047812477160,0.000,session_fixed,TRACKING
306,frame_1468047845841222.jpg,1468047845841222,307,1468047845841222,0.000,session_fixed,TRACKING
307,frame_1468047879205233.jpg,1468047879205233,308,1468047879205233,0.000,session_fixed,TRACKING
308,frame_1468047912540624.jpg,1468047912540624,309,1468047912540624,0.000,session_fixed,TRACKING
309,frame_1468047945904687.jpg,1468047945904687,310,1468047945904687,0.000,session_fixed,TRACKING
310,frame_1468047979268697.jpg,1468047979268697,311,1468047979268697,0.000,session_fixed,TRACKING
311,frame_1468048012635475.jpg,1468048012635475,312,1468048012635475,0.000,session_fixed,TRACKING
312,frame_1468048045999537.jpg,1468048045999537,313,1468048045999537,0.000,session_fixed,TRACKING
313,frame_1468048079363547.jpg,1468048079363547,314,1468048079363547,0.000,session_fixed,TRACKING
314,frame_1468048112695023.jpg,1468048112695023,315,1468048112695023,0.000,session_fixed,TRACKING
315,frame_1468048146059033.jpg,1468048146059033,316,1468048146059033,0.000,session_fixed,TRACKING
316,frame_1468048179423096.jpg,1468048179423096,317,1468048179423096,0.000,session_fixed,TRACKING
317,frame_1468048212752956.jpg,1468048212752956,318,1468048212752956,0.000,session_fixed,TRACKING
318,frame_1468048246116967.jpg,1468048246116967,319,1468048246116967,0.000,session_fixed,TRACKING
319,frame_1468048279481029.jpg,1468048279481029,320,1468048279481029,0.000,session_fixed,TRACKING
320,frame_1468048312822374.jpg,1468048312822374,321,1468048312822374,0.000,session_fixed,TRACKING
321,frame_1468048346186384.jpg,1468048346186384,322,1468048346186384,0.000,session_fixed,TRACKING
322,frame_1468048379550447.jpg,1468048379550447,323,1468048379550447,0.000,session_fixed,TRACKING
323,frame_1468048412932071.jpg,1468048412932071,324,1468048412932071,0.000,session_fixed,TRACKING
324,frame_1468048446296082.jpg,1468048446296082,325,1468048446296082,0.000,session_fixed,TRACKING
325,frame_1468048479660144.jpg,1468048479660144,326,1468048479660144,0.000,session_fixed,TRACKING
326,frame_1468048512968845.jpg,1468048512968845,327,1468048512968845,0.000,session_fixed,TRACKING
327,frame_1468048546332855.jpg,1468048546332855,328,1468048546332855,0.000,session_fixed,TRACKING
328,frame_1468048579696918.jpg,1468048579696918,329,1468048579696918,0.000,session_fixed,TRACKING
329,frame_1468048613044294.jpg,1468048613044294,330,1468048613044294,0.000,session_fixed,TRACKING
330,frame_1468048646408356.jpg,1468048646408356,331,1468048646408356,0.000,session_fixed,TRACKING
331,frame_1468048679772419.jpg,1468048679772419,332,1468048679772419,0.000,session_fixed,TRACKING
332,frame_1468048713144391.jpg,1468048713144391,333,1468048713144391,0.000,session_fixed,TRACKING
333,frame_1468048746508454.jpg,1468048746508454,334,1468048746508454,0.000,session_fixed,TRACKING
334,frame_1468048779872516.jpg,1468048779872516,335,1468048779872516,0.000,session_fixed,TRACKING
335,frame_1468048813183617.jpg,1468048813183617,336,1468048813183617,0.000,session_fixed,TRACKING
336,frame_1468048846547679.jpg,1468048846547679,337,1468048846547679,0.000,session_fixed,TRACKING
337,frame_1468048879911742.jpg,1468048879911742,338,1468048879911742,0.000,session_fixed,TRACKING
338,frame_1468048913268607.jpg,1468048913268607,339,1468048913268607,0.000,session_fixed,TRACKING
339,frame_1468048946632670.jpg,1468048946632670,340,1468048946632670,0.000,session_fixed,TRACKING
340,frame_1468048979996732.jpg,1468048979996732,341,1468048979996732,0.000,session_fixed,TRACKING
341,frame_1468049013340206.jpg,1468049013340206,342,1468049013340206,0.000,session_fixed,TRACKING
342,frame_1468049046704268.jpg,1468049046704268,343,1468049046704268,0.000,session_fixed,TRACKING
343,frame_1468049080068331.jpg,1468049080068331,344,1468049080068331,0.000,session_fixed,TRACKING
344,frame_1468049113531268.jpg,1468049113531268,345,1468049113531268,0.000,session_fixed,TRACKING
345,frame_1468049146895331.jpg,1468049146895331,346,1468049146895331,0.000,session_fixed,TRACKING
346,frame_1468049180259341.jpg,1468049180259341,347,1468049180259341,0.000,session_fixed,TRACKING
347,frame_1468049213542023.jpg,1468049213542023,348,1468049213542023,0.000,session_fixed,TRACKING
348,frame_1468049246906086.jpg,1468049246906086,349,1468049246906086,0.000,session_fixed,TRACKING
349,frame_1468049280270096.jpg,1468049280270096,350,1468049280270096,0.000,session_fixed,TRACKING
350,frame_1468049313685209.jpg,1468049313685209,351,1468049313685209,0.000,session_fixed,TRACKING
351,frame_1468049347049271.jpg,1468049347049271,352,1468049347049271,0.000,session_fixed,TRACKING
352,frame_1468049380413282.jpg,1468049380413282,353,1468049380413282,0.000,session_fixed,TRACKING
353,frame_1468049413889475.jpg,1468049413889475,354,1468049413889475,0.000,session_fixed,TRACKING
354,frame_1468049447253538.jpg,1468049447253538,355,1468049447253538,0.000,session_fixed,TRACKING
355,frame_1468049480617548.jpg,1468049480617548,356,1468049480617548,0.000,session_fixed,TRACKING
356,frame_1468049514035953.jpg,1468049514035953,357,1468049514035953,0.000,session_fixed,TRACKING
357,frame_1468049547400015.jpg,1468049547400015,358,1468049547400015,0.000,session_fixed,TRACKING
358,frame_1468049580764026.jpg,1468049580764026,359,1468049580764026,0.000,session_fixed,TRACKING
359,frame_1468049614156866.jpg,1468049614156866,360,1468049614156866,0.000,session_fixed,TRACKING
360,frame_1468049647520877.jpg,1468049647520877,361,1468049647520877,0.000,session_fixed,TRACKING
361,frame_1468049680884939.jpg,1468049680884939,362,1468049680884939,0.000,session_fixed,TRACKING
362,frame_1468049714271928.jpg,1468049714271928,363,1468049714271928,0.000,session_fixed,TRACKING
363,frame_1468049747635938.jpg,1468049747635938,364,1468049747635938,0.000,session_fixed,TRACKING
364,frame_1468049781000000.jpg,1468049781000000,365,1468049781000000,0.000,session_fixed,TRACKING
365,frame_1468049814307446.jpg,1468049814307446,366,1468049814307446,0.000,session_fixed,TRACKING
366,frame_1468049847671456.jpg,1468049847671456,367,1468049847671456,0.000,session_fixed,TRACKING
367,frame_1468049881035519.jpg,1468049881035519,368,1468049881035519,0.000,session_fixed,TRACKING
368,frame_1468049914390924.jpg,1468049914390924,369,1468049914390924,0.000,session_fixed,TRACKING
369,frame_1468049947754935.jpg,1468049947754935,370,1468049947754935,0.000,session_fixed,TRACKING
370,frame_1468049981118997.jpg,1468049981118997,371,1468049981118997,0.000,session_fixed,TRACKING
371,frame_1468050014505155.jpg,1468050014505155,372,1468050014505155,0.000,session_fixed,TRACKING
372,frame_1468050047869165.jpg,1468050047869165,373,1468050047869165,0.000,session_fixed,TRACKING
373,frame_1468050081233228.jpg,1468050081233228,374,1468050081233228,0.000,session_fixed,TRACKING
374,frame_1468050114670446.jpg,1468050114670446,375,1468050114670446,0.000,session_fixed,TRACKING
375,frame_1468050148034509.jpg,1468050148034509,376,1468050148034509,0.000,session_fixed,TRACKING
376,frame_1468050181398571.jpg,1468050181398571,377,1468050181398571,0.000,session_fixed,TRACKING
377,frame_1468050214709997.jpg,1468050214709997,378,1468050214709997,0.000,session_fixed,TRACKING
378,frame_1468050248074059.jpg,1468050248074059,379,1468050248074059,0.000,session_fixed,TRACKING
379,frame_1468050281438122.jpg,1468050281438122,380,1468050281438122,0.000,session_fixed,TRACKING
380,frame_1468050314819402.jpg,1468050314819402,381,1468050314819402,0.000,session_fixed,TRACKING
381,frame_1468050348183464.jpg,1468050348183464,382,1468050348183464,0.000,session_fixed,TRACKING
382,frame_1468050381547527.jpg,1468050381547527,383,1468050381547527,0.000,session_fixed,TRACKING
383,frame_1468050414919065.jpg,1468050414919065,384,1468050414919065,0.000,session_fixed,TRACKING
384,frame_1468050448283128.jpg,1468050448283128,385,1468050448283128,0.000,session_fixed,TRACKING
385,frame_1468050481647190.jpg,1468050481647190,386,1468050481647190,0.000,session_fixed,TRACKING
386,frame_1468050515024423.jpg,1468050515024423,387,1468050515024423,0.000,session_fixed,TRACKING
387,frame_1468050548388485.jpg,1468050548388485,388,1468050548388485,0.000,session_fixed,TRACKING
388,frame_1468050581752548.jpg,1468050581752548,389,1468050581752548,0.000,session_fixed,TRACKING
389,frame_1468050615242416.jpg,1468050615242416,390,1468050615242416,0.000,session_fixed,TRACKING
390,frame_1468050648606479.jpg,1468050648606479,391,1468050648606479,0.000,session_fixed,TRACKING
391,frame_1468050681970489.jpg,1468050681970489,392,1468050681970489,0.000,session_fixed,TRACKING
392,frame_1468050715386647.jpg,1468050715386647,393,1468050715386647,0.000,session_fixed,TRACKING
393,frame_1468050748750709.jpg,1468050748750709,394,1468050748750709,0.000,session_fixed,TRACKING
394,frame_1468050782114720.jpg,1468050782114720,395,1468050782114720,0.000,session_fixed,TRACKING
395,frame_1468050815442546.jpg,1468050815442546,396,1468050815442546,0.000,session_fixed,TRACKING
396,frame_1468050848806609.jpg,1468050848806609,397,1468050848806609,0.000,session_fixed,TRACKING
397,frame_1468050882170619.jpg,1468050882170619,398,1468050882170619,0.000,session_fixed,TRACKING
398,frame_1468050915489208.jpg,1468050915489208,399,1468050915489208,0.000,session_fixed,TRACKING
399,frame_1468050948853271.jpg,1468050948853271,400,1468050948853271,0.000,session_fixed,TRACKING
400,frame_1468050982217281.jpg,1468050982217281,401,1468050982217281,0.000,session_fixed,TRACKING
401,frame_1468051015477810.jpg,1468051015477810,402,1468051015477810,0.000,session_fixed,TRACKING
402,frame_1468051048841820.jpg,1468051048841820,403,1468051048841820,0.000,session_fixed,TRACKING
403,frame_1468051082205883.jpg,1468051082205883,404,1468051082205883,0.000,session_fixed,TRACKING
404,frame_1468051115518754.jpg,1468051115518754,405,1468051115518754,0.000,session_fixed,TRACKING
405,frame_1468051148882765.jpg,1468051148882765,406,1468051148882765,0.000,session_fixed,TRACKING
406,frame_1468051182246827.jpg,1468051182246827,407,1468051182246827,0.000,session_fixed,TRACKING
407,frame_1468051215669247.jpg,1468051215669247,408,1468051215669247,0.000,session_fixed,TRACKING
408,frame_1468051249033257.jpg,1468051249033257,409,1468051249033257,0.000,session_fixed,TRACKING
409,frame_1468051282397320.jpg,1468051282397320,410,1468051282397320,0.000,session_fixed,TRACKING
410,frame_1468051315836131.jpg,1468051315836131,411,1468051315836131,0.000,session_fixed,TRACKING
411,frame_1468051349200142.jpg,1468051349200142,412,1468051349200142,0.000,session_fixed,TRACKING
412,frame_1468051382564204.jpg,1468051382564204,413,1468051382564204,0.000,session_fixed,TRACKING
413,frame_1468051415854612.jpg,1468051415854612,414,1468051415854612,0.000,session_fixed,TRACKING
414,frame_1468051449218622.jpg,1468051449218622,415,1468051449218622,0.000,session_fixed,TRACKING
415,frame_1468051482582684.jpg,1468051482582684,416,1468051482582684,0.000,session_fixed,TRACKING
416,frame_1468051516147528.jpg,1468051516147528,417,1468051516147528,0.000,session_fixed,TRACKING
417,frame_1468051549511538.jpg,1468051549511538,418,1468051549511538,0.000,session_fixed,TRACKING
418,frame_1468051582875601.jpg,1468051582875601,419,1468051582875601,0.000,session_fixed,TRACKING
419,frame_1468051616172423.jpg,1468051616172423,420,1468051616172423,0.000,session_fixed,TRACKING
420,frame_1468051649536486.jpg,1468051649536486,421,1468051649536486,0.000,session_fixed,TRACKING
421,frame_1468051682900548.jpg,1468051682900548,422,1468051682900548,0.000,session_fixed,TRACKING
422,frame_1468051716219395.jpg,1468051716219395,423,1468051716219395,0.000,session_fixed,TRACKING
423,frame_1468051749583457.jpg,1468051749583457,424,1468051749583457,0.000,session_fixed,TRACKING
424,frame_1468051782947520.jpg,1468051782947520,425,1468051782947520,0.000,session_fixed,TRACKING
425,frame_1468051816386061.jpg,1468051816386061,426,1468051816386061,0.000,session_fixed,TRACKING
426,frame_1468051849750124.jpg,1468051849750124,427,1468051849750124,0.000,session_fixed,TRACKING
427,frame_1468051883114186.jpg,1468051883114186,428,1468051883114186,0.000,session_fixed,TRACKING
428,frame_1468051916517471.jpg,1468051916517471,429,1468051916517471,0.000,session_fixed,TRACKING
429,frame_1468051949881533.jpg,1468051949881533,430,1468051949881533,0.000,session_fixed,TRACKING
430,frame_1468051983245543.jpg,1468051983245543,431,1468051983245543,0.000,session_fixed,TRACKING
431,frame_1468052016589038.jpg,1468052016589038,432,1468052016589038,0.000,session_fixed,TRACKING
432,frame_1468052049953100.jpg,1468052049953100,433,1468052049953100,0.000,session_fixed,TRACKING
433,frame_1468052083317111.jpg,1468052083317111,434,1468052083317111,0.000,session_fixed,TRACKING
434,frame_1468052116614698.jpg,1468052116614698,435,1468052116614698,0.000,session_fixed,TRACKING
435,frame_1468052149978761.jpg,1468052149978761,436,1468052149978761,0.000,session_fixed,TRACKING
436,frame_1468052183342771.jpg,1468052183342771,437,1468052183342771,0.000,session_fixed,TRACKING
437,frame_1468052216728604.jpg,1468052216728604,438,1468052216728604,0.000,session_fixed,TRACKING
438,frame_1468052250092666.jpg,1468052250092666,439,1468052250092666,0.000,session_fixed,TRACKING
439,frame_1468052283456677.jpg,1468052283456677,440,1468052283456677,0.000,session_fixed,TRACKING
440,frame_1468052316767623.jpg,1468052316767623,441,1468052316767623,0.000,session_fixed,TRACKING
441,frame_1468052350131686.jpg,1468052350131686,442,1468052350131686,0.000,session_fixed,TRACKING
442,frame_1468052383495696.jpg,1468052383495696,443,1468052383495696,0.000,session_fixed,TRACKING
443,frame_1468052416851876.jpg,1468052416851876,444,1468052416851876,0.000,session_fixed,TRACKING
444,frame_1468052450215938.jpg,1468052450215938,445,1468052450215938,0.000,session_fixed,TRACKING
445,frame_1468052483579949.jpg,1468052483579949,446,1468052483579949,0.000,session_fixed,TRACKING
446,frame_1468052516949177.jpg,1468052516949177,447,1468052516949177,0.000,session_fixed,TRACKING
447,frame_1468052550313187.jpg,1468052550313187,448,1468052550313187,0.000,session_fixed,TRACKING
448,frame_1468052583677250.jpg,1468052583677250,449,1468052583677250,0.000,session_fixed,TRACKING
449,frame_1468052617055451.jpg,1468052617055451,450,1468052617055451,0.000,session_fixed,TRACKING
450,frame_1468052650419462.jpg,1468052650419462,451,1468052650419462,0.000,session_fixed,TRACKING
451,frame_1468052683783524.jpg,1468052683783524,452,1468052683783524,0.000,session_fixed,TRACKING
452,frame_1468052717120551.jpg,1468052717120551,453,1468052717120551,0.000,session_fixed,TRACKING
453,frame_1468052750484561.jpg,1468052750484561,454,1468052750484561,0.000,session_fixed,TRACKING
454,frame_1468052783848624.jpg,1468052783848624,455,1468052783848624,0.000,session_fixed,TRACKING
455,frame_1468052817239053.jpg,1468052817239053,456,1468052817239053,0.000,session_fixed,TRACKING
456,frame_1468052850603064.jpg,1468052850603064,457,1468052850603064,0.000,session_fixed,TRACKING
457,frame_1468052883967126.jpg,1468052883967126,458,1468052883967126,0.000,session_fixed,TRACKING
458,frame_1468052917318408.jpg,1468052917318408,459,1468052917318408,0.000,session_fixed,TRACKING
459,frame_1468052950682418.jpg,1468052950682418,460,1468052950682418,0.000,session_fixed,TRACKING
460,frame_1468052984046481.jpg,1468052984046481,461,1468052984046481,0.000,session_fixed,TRACKING
461,frame_1468053017434836.jpg,1468053017434836,462,1468053017434836,0.000,session_fixed,TRACKING
462,frame_1468053050798899.jpg,1468053050798899,463,1468053050798899,0.000,session_fixed,TRACKING
463,frame_1468053084162961.jpg,1468053084162961,464,1468053084162961,0.000,session_fixed,TRACKING
464,frame_1468053117535820.jpg,1468053117535820,465,1468053117535820,0.000,session_fixed,TRACKING
465,frame_1468053150899883.jpg,1468053150899883,466,1468053150899883,0.000,session_fixed,TRACKING
466,frame_1468053184263945.jpg,1468053184263945,467,1468053184263945,0.000,session_fixed,TRACKING
467,frame_1468053217625004.jpg,1468053217625004,468,1468053217625004,0.000,session_fixed,TRACKING
468,frame_1468053250989066.jpg,1468053250989066,469,1468053250989066,0.000,session_fixed,TRACKING
469,frame_1468053284353129.jpg,1468053284353129,470,1468053284353129,0.000,session_fixed,TRACKING
470,frame_1468053317674646.jpg,1468053317674646,471,1468053317674646,0.000,session_fixed,TRACKING
471,frame_1468053351038709.jpg,1468053351038709,472,1468053351038709,0.000,session_fixed,TRACKING
472,frame_1468053384402771.jpg,1468053384402771,473,1468053384402771,0.000,session_fixed,TRACKING
473,frame_1468053417757785.jpg,1468053417757785,474,1468053417757785,0.000,session_fixed,TRACKING
474,frame_1468053451121847.jpg,1468053451121847,475,1468053451121847,0.000,session_fixed,TRACKING
475,frame_1468053484485858.jpg,1468053484485858,476,1468053484485858,0.000,session_fixed,TRACKING
476,frame_1468053517851276.jpg,1468053517851276,477,1468053517851276,0.000,session_fixed,TRACKING
477,frame_1468053551215339.jpg,1468053551215339,478,1468053551215339,0.000,session_fixed,TRACKING
478,frame_1468053584579349.jpg,1468053584579349,479,1468053584579349,0.000,session_fixed,TRACKING
479,frame_1468053617911119.jpg,1468053617911119,480,1468053617911119,0.000,session_fixed,TRACKING
480,frame_1468053651275181.jpg,1468053651275181,481,1468053651275181,0.000,session_fixed,TRACKING
481,frame_1468053684639191.jpg,1468053684639191,482,1468053684639191,0.000,session_fixed,TRACKING
482,frame_1468053718011943.jpg,1468053718011943,483,1468053718011943,0.000,session_fixed,TRACKING
483,frame_1468053751376005.jpg,1468053751376005,484,1468053751376005,0.000,session_fixed,TRACKING
484,frame_1468053784740016.jpg,1468053784740016,485,1468053784740016,0.000,session_fixed,TRACKING
485,frame_1468053818083528.jpg,1468053818083528,486,1468053818083528,0.000,session_fixed,TRACKING
486,frame_1468053851447591.jpg,1468053851447591,487,1468053851447591,0.000,session_fixed,TRACKING
487,frame_1468053884811601.jpg,1468053884811601,488,1468053884811601,0.000,session_fixed,TRACKING
488,frame_1468053918164615.jpg,1468053918164615,489,1468053918164615,0.000,session_fixed,TRACKING
489,frame_1468053951528677.jpg,1468053951528677,490,1468053951528677,0.000,session_fixed,TRACKING
490,frame_1468053984892688.jpg,1468053984892688,491,1468053984892688,0.000,session_fixed,TRACKING
491,frame_1468054018236937.jpg,1468054018236937,492,1468054018236937,0.000,session_fixed,TRACKING
492,frame_1468054051600948.jpg,1468054051600948,493,1468054051600948,0.000,session_fixed,TRACKING
493,frame_1468054084965010.jpg,1468054084965010,494,1468054084965010,0.000,session_fixed,TRACKING
494,frame_1468054118257075.jpg,1468054118257075,495,1468054118257075,0.000,session_fixed,TRACKING
495,frame_1468054151621085.jpg,1468054151621085,496,1468054151621085,0.000,session_fixed,TRACKING
496,frame_1468054184985148.jpg,1468054184985148,497,1468054184985148,0.000,session_fixed,TRACKING
497,frame_1468054218372736.jpg,1468054218372736,498,1468054218372736,0.000,session_fixed,TRACKING
498,frame_1468054251736746.jpg,1468054251736746,499,1468054251736746,0.000,session_fixed,TRACKING
499,frame_1468054285100809.jpg,1468054285100809,500,1468054285100809,0.000,session_fixed,TRACKING
500,frame_1468054318476280.jpg,1468054318476280,501,1468054318476280,0.000,session_fixed,TRACKING
501,frame_1468054351840291.jpg,1468054351840291,502,1468054351840291,0.000,session_fixed,TRACKING
502,frame_1468054385204353.jpg,1468054385204353,503,1468054385204353,0.000,session_fixed,TRACKING
503,frame_1468054418530486.jpg,1468054418530486,504,1468054418530486,0.000,session_fixed,TRACKING
504,frame_1468054451894548.jpg,1468054451894548,505,1468054451894548,0.000,session_fixed,TRACKING
505,frame_1468054485258611.jpg,1468054485258611,506,1468054485258611,0.000,session_fixed,TRACKING
506,frame_1468054518622321.jpg,1468054518622321,507,1468054518622321,0.000,session_fixed,TRACKING
507,frame_1468054551986332.jpg,1468054551986332,508,1468054551986332,0.000,session_fixed,TRACKING
508,frame_1468054585350394.jpg,1468054585350394,509,1468054585350394,0.000,session_fixed,TRACKING
509,frame_1468054618713182.jpg,1468054618713182,510,1468054618713182,0.000,session_fixed,TRACKING
510,frame_1468054652077244.jpg,1468054652077244,511,1468054652077244,0.000,session_fixed,TRACKING
511,frame_1468054685441307.jpg,1468054685441307,512,1468054685441307,0.000,session_fixed,TRACKING
512,frame_1468054718782799.jpg,1468054718782799,513,1468054718782799,0.000,session_fixed,TRACKING
513,frame_1468054752146862.jpg,1468054752146862,514,1468054752146862,0.000,session_fixed,TRACKING
514,frame_1468054785510924.jpg,1468054785510924,515,1468054785510924,0.000,session_fixed,TRACKING
515,frame_1468054818816215.jpg,1468054818816215,516,1468054818816215,0.000,session_fixed,TRACKING
516,frame_1468054852180278.jpg,1468054852180278,517,1468054852180278,0.000,session_fixed,TRACKING
517,frame_1468054885544340.jpg,1468054885544340,518,1468054885544340,0.000,session_fixed,TRACKING
518,frame_1468054918853409.jpg,1468054918853409,519,1468054918853409,0.000,session_fixed,TRACKING
519,frame_1468054952217471.jpg,1468054952217471,520,1468054952217471,0.000,session_fixed,TRACKING
520,frame_1468054985581482.jpg,1468054985581482,521,1468054985581482,0.000,session_fixed,TRACKING
521,frame_1468055018926291.jpg,1468055018926291,522,1468055018926291,0.000,session_fixed,TRACKING
522,frame_1468055052290354.jpg,1468055052290354,523,1468055052290354,0.000,session_fixed,TRACKING
523,frame_1468055085654364.jpg,1468055085654364,524,1468055085654364,0.000,session_fixed,TRACKING
524,frame_1468055119048094.jpg,1468055119048094,525,1468055119048094,0.000,session_fixed,TRACKING
525,frame_1468055152412156.jpg,1468055152412156,526,1468055152412156,0.000,session_fixed,TRACKING
526,frame_1468055185776167.jpg,1468055185776167,527,1468055185776167,0.000,session_fixed,TRACKING
527,frame_1468055219155271.jpg,1468055219155271,528,1468055219155271,0.000,session_fixed,TRACKING
528,frame_1468055252519334.jpg,1468055252519334,529,1468055252519334,0.000,session_fixed,TRACKING
529,frame_1468055285883344.jpg,1468055285883344,530,1468055285883344,0.000,session_fixed,TRACKING
530,frame_1468055319321030.jpg,1468055319321030,531,1468055319321030,0.000,session_fixed,TRACKING
531,frame_1468055352685092.jpg,1468055352685092,532,1468055352685092,0.000,session_fixed,TRACKING
532,frame_1468055386049102.jpg,1468055386049102,533,1468055386049102,0.000,session_fixed,TRACKING
533,frame_1468055419395753.jpg,1468055419395753,534,1468055419395753,0.000,session_fixed,TRACKING
534,frame_1468055452759763.jpg,1468055452759763,535,1468055452759763,0.000,session_fixed,TRACKING
535,frame_1468055486123826.jpg,1468055486123826,536,1468055486123826,0.000,session_fixed,TRACKING
536,frame_1468055519343147.jpg,1468055519343147,537,1468055519343147,0.000,session_fixed,TRACKING
537,frame_1468055552707158.jpg,1468055552707158,538,1468055552707158,0.000,session_fixed,TRACKING
538,frame_1468055586071220.jpg,1468055586071220,539,1468055586071220,0.000,session_fixed,TRACKING
539,frame_1468055619547356.jpg,1468055619547356,540,1468055619547356,0.000,session_fixed,TRACKING
540,frame_1468055652911366.jpg,1468055652911366,541,1468055652911366,0.000,session_fixed,TRACKING
541,frame_1468055686275429.jpg,1468055686275429,542,1468055686275429,0.000,session_fixed,TRACKING
542,frame_1468055719682936.jpg,1468055719682936,543,1468055719682936,0.000,session_fixed,TRACKING
543,frame_1468055753046947.jpg,1468055753046947,544,1468055753046947,0.000,session_fixed,TRACKING
544,frame_1468055786411009.jpg,1468055786411009,545,1468055786411009,0.000,session_fixed,TRACKING
545,frame_1468055819824948.jpg,1468055819824948,546,1468055819824948,0.000,session_fixed,TRACKING
546,frame_1468055853188958.jpg,1468055853188958,547,1468055853188958,0.000,session_fixed,TRACKING
547,frame_1468055886553021.jpg,1468055886553021,548,1468055886553021,0.000,session_fixed,TRACKING
548,frame_1468055919908968.jpg,1468055919908968,549,1468055919908968,0.000,session_fixed,TRACKING
549,frame_1468055953272978.jpg,1468055953272978,550,1468055953272978,0.000,session_fixed,TRACKING
550,frame_1468055986637041.jpg,1468055986637041,551,1468055986637041,0.000,session_fixed,TRACKING
551,frame_1468056020008447.jpg,1468056020008447,552,1468056020008447,0.000,session_fixed,TRACKING
552,frame_1468056053372510.jpg,1468056053372510,553,1468056053372510,0.000,session_fixed,TRACKING
553,frame_1468056086736572.jpg,1468056086736572,554,1468056086736572,0.000,session_fixed,TRACKING
554,frame_1468056120093968.jpg,1468056120093968,555,1468056120093968,0.000,session_fixed,TRACKING
555,frame_1468056153458030.jpg,1468056153458030,556,1468056153458030,0.000,session_fixed,TRACKING
556,frame_1468056186822093.jpg,1468056186822093,557,1468056186822093,0.000,session_fixed,TRACKING
557,frame_1468056220280523.jpg,1468056220280523,558,1468056220280523,0.000,session_fixed,TRACKING
558,frame_1468056253644586.jpg,1468056253644586,559,1468056253644586,0.000,session_fixed,TRACKING
559,frame_1468056287008648.jpg,1468056287008648,560,1468056287008648,0.000,session_fixed,TRACKING
560,frame_1468056320269145.jpg,1468056320269145,561,1468056320269145,0.000,session_fixed,TRACKING
561,frame_1468056353633207.jpg,1468056353633207,562,1468056353633207,0.000,session_fixed,TRACKING
562,frame_1468056386997270.jpg,1468056386997270,563,1468056386997270,0.000,session_fixed,TRACKING
563,frame_1468056420413849.jpg,1468056420413849,564,1468056420413849,0.000,session_fixed,TRACKING
564,frame_1468056453777912.jpg,1468056453777912,565,1468056453777912,0.000,session_fixed,TRACKING
565,frame_1468056487141922.jpg,1468056487141922,566,1468056487141922,0.000,session_fixed,TRACKING
566,frame_1468056520485899.jpg,1468056520485899,567,1468056520485899,0.000,session_fixed,TRACKING
567,frame_1468056553849962.jpg,1468056553849962,568,1468056553849962,0.000,session_fixed,TRACKING
568,frame_1468056587213972.jpg,1468056587213972,569,1468056587213972,0.000,session_fixed,TRACKING
569,frame_1468056620549578.jpg,1468056620549578,570,1468056620549578,0.000,session_fixed,TRACKING
570,frame_1468056653913640.jpg,1468056653913640,571,1468056653913640,0.000,session_fixed,TRACKING
571,frame_1468056687277651.jpg,1468056687277651,572,1468056687277651,0.000,session_fixed,TRACKING
572,frame_1468056720666476.jpg,1468056720666476,573,1468056720666476,0.000,session_fixed,TRACKING
573,frame_1468056754030539.jpg,1468056754030539,574,1468056754030539,0.000,session_fixed,TRACKING
574,frame_1468056787394549.jpg,1468056787394549,575,1468056787394549,0.000,session_fixed,TRACKING
575,frame_1468056820809689.jpg,1468056820809689,576,1468056820809689,0.000,session_fixed,TRACKING
