camera_sensor_timestamp_ns,elapsed_realtime_ns,wall_time_ms,rotation_degrees,session_elapsed_ns
1468041210346488,1468041277853572,1775212849137,0,5674897393
1468041228389647,1468041292980447,1775212849151,0,5690024268
1468041243710498,1468041306653781,1775212849166,0,5703697602
1468041261753710,1468041328690603,1775212849187,0,5725734424
1468041277074561,1468041338218781,1775212849197,0,5735262602
1468041295117720,1468041364934770,1775212849223,0,5761978591
1468041310401835,1468041378310864,1775212849237,0,5775354685
1468041328481782,1468041406640812,1775212849265,0,5803684633
1468041343765897,1468041415414249,1775212849274,0,5812458070
1468041361845845,1468041433421801,1775212849292,0,5830465622
1468041377129960,1468041444543208,1775212849303,0,5841587029
1468041395209855,1468041466631020,1775212849325,0,5863674841
1468041410552702,1468041475650812,1775212849335,0,5872694633
1468041428573918,1468041500985135,1775212849359,0,5898028956
1468041443916765,1468041513718155,1775212849373,0,5910761976
1468041461937980,1468041532681124,1775212849391,0,5929724945
1468041477280827,1468041541717947,1775212849401,0,5938761768
1468041495301991,1468041566236958,1775212849425,0,5963280779
1468041510672866,1468041579614666,1775212849438,0,5976658487
1468041528666053,1468041598307270,1775212849457,0,5995351091
1468041544036928,1468041615082010,1775212849475,0,6012125831
1468041562030116,1468041623745916,1775212849482,0,6020789737
1468041577400991,1468041637647530,1775212849498,0,6034691351
1468041595394126,1468041665548312,1775212849524,0,6062592133
1468041610700424,1468041676471124,1775212849535,0,6073514945
1468041628758189,1468041693552895,1775212849552,0,6090596716
1468041644064487,1468041704837114,1775212849564,0,6101880935
1468041662122251,1468041725801020,1775212849584,0,6122844841
1468041677428549,1468041736983260,1775212849596,0,6134027081
1468041695486262,1468041764032218,1775212849623,0,6161076039
1468041710821730,1468041773601332,1775212849632,0,6170645153
1468041728850324,1468041798175864,1775212849657,0,6195219685
1468041744185792,1468041811036228,1775212849670,0,6208080049
1468041762214335,1468041832264457,1775212849691,0,6229308278
1468041777549803,1468041850248780,1775212849709,0,6247292601
1468041795578397,1468041868655239,1775212849727,0,6265699060
1468041810957166,1468041881107791,1775212849740,0,6278151612
1468041828942460,1468041906995864,1775212849765,0,6304039685
1468041844321229,1468041926481176,1775212849785,0,6323524997
1468041862306470,1468041943962270,1775212849802,0,6341006091
1468041895670532,1468041965841853,1775212849824,0,6362885674
1468041877685239,1468041973073468,1775212849832,0,6370117289
1468041911023485,1468041979203312,1775212849838,0,6376247133
1468041929034595,1468041988004093,1775212849846,0,6385047914
1468041944387548,1468041998058937,1775212849857,0,6395102758
1468041962398605,1468042037906749,1775212849896,0,6434950570
1468041977751558,1468042051923312,1775212849911,0,6448967133
1468041995762668,1468042064177218,1775212849923,0,6461221039
1468042011149481,1468042076718572,1775212849935,0,6473762393
1468042029126730,1468042091806280,1775212849950,0,6488850101
1468042044513543,1468042103759249,1775212849963,0,6500803070
1468042062490741,1468042135630395,1775212849994,0,6532674216
1468042077877554,1468042145571645,1775212850004,0,6542615466
1468042095854803,1468042162283624,1775212850021,0,6559327445
1468042111308687,1468042172836280,1775212850032,0,6569880101
1468042129218866,1468042191946072,1775212850050,0,6588989893
1468042144672750,1468042203821280,1775212850063,0,6600865101
1468042162582876,1468042231680186,1775212850090,0,6628724007
1468042178036760,1468042242461697,1775212850101,0,6639505518
1468042195946939,1468042258315186,1775212850117,0,6655359007
1468042211365421,1468042268336541,1775212850127,0,6665380362
1468042229310949,1468042305316905,1775212850164,0,6702360726
1468042244729431,1468042324083572,1775212850183,0,6721127393
1468042262675012,1468042338033884,1775212850197,0,6735077705
1468042278093494,1468042348291593,1775212850207,0,6745335414
1468042296039074,1468042359947895,1775212850218,0,6756991716
1468042311456808,1468042371089978,1775212850230,0,6768133799
1468042329403085,1468042390491645,1775212850249,0,6787535466
1468042344820819,1468042406741697,1775212850266,0,6803785518
1468042362767147,1468042427755863,1775212850286,0,6824799684
1468042378184881,1468042441717947,1775212850301,0,6838761768
1468042396131210,1468042465711957,1775212850324,0,6862755778
1468042411544785,1468042480715186,1775212850340,0,6877759007
1468042429495220,1468042493974613,1775212850352,0,6891018434
1468042444908795,1468042507579561,1775212850366,0,6904623382
1468042462859282,1468042528896124,1775212850387,0,6925939945
1468042478272857,1468042538838832,1775212850398,0,6935882653
1468042496223345,1468042559254249,1775212850418,0,6956298070
1468042511584265,1468042571823832,1775212850431,0,6968867653
1468042529587355,1468042596348207,1775212850455,0,6993392028
1468042544948275,1468042615070707,1775212850474,0,7012114528
1468042562951418,1468042630208728,1775212850489,0,7027252549
1468042578312338,1468042639321228,1775212850499,0,7036365049
1468042596315480,1468042658245499,1775212850517,0,7055289320
1468042611763442,1468042672339353,1775212850533,0,7069383174
1468042629679491,1468042695000655,1775212850553,0,7092044476
1468042645127453,1468042705866593,1775212850566,0,7102910414
1468042663043553,1468042730258520,1775212850589,0,7127302341
1468042678491515,1468042741410082,1775212850601,0,7138453903
1468042696407616,1468042757791488,1775212850616,0,7154835309
1468042711820295,1468042775961332,1775212850636,0,7173005153
1468042729771626,1468042798167113,1775212850657,0,7195210934
1468042745184305,1468042809679822,1775212850670,0,7206723643
1468042763135689,1468042832713467,1775212850691,0,7229757288
1468042778548368,1468042843640967,1775212850705,0,7240684788
1468042796499699,1468042863030134,1775212850722,0,7260073955
1468042811867072,1468042874617426,1775212850733,0,7271661247
1468042829863762,1468042894467322,1775212850753,0,7291511143
1468042845231135,1468042906985186,1775212850766,0,7304029007
1468042863227824,1468042929397113,1775212850788,0,7326440934
1468042878595197,1468042939458572,1775212850798,0,7336502393
1468042896591835,1468042962447999,1775212850821,0,7359491820
1468042911932005,1468042974380499,1775212850833,0,7371424320
1468042929955897,1468043009067426,1775212850868,0,7406111247
1468042945296067,1468043024830342,1775212850884,0,7421874163
1468042963319960,1468043041321905,1775212850900,0,7438365726
1468042978660130,1468043058837061,1775212850918,0,7455880882
1468042996683970,1468043067121644,1775212850926,0,7464165465
1468043011943591,1468043077190707,1775212850936,0,7474234528
1468043030048032,1468043093913728,1775212850952,0,7490957549
1468043045307653,1468043103858467,1775212850963,0,7500902288
1468043063412095,1468043131222738,1775212850990,0,7528266559
1468043078671716,1468043141980863,1775212851001,0,7539024684
1468043088427105,1468043159060394,1775212851018,0,7556104215
1468043107846205,1468043170533624,1775212851029,0,7567577445
1468043121791168,1468043198244509,1775212851057,0,7595288330
1468043141210268,1468043213063988,1775212851072,0,7610107809
1468043155155230,1468043232602530,1775212851091,0,7629646351
1468043174574330,1468043250288728,1775212851109,0,7647332549
1468043188519241,1468043267038780,1775212851126,0,7664082601
1468043207932366,1468043278121696,1775212851137,0,7675165517
1468043221883303,1468043290835030,1775212851149,0,7687878851
1468043241296428,1468043301732582,1775212851161,0,7698776403
1468043255247366,1468043335135238,1775212851194,0,7732179059
1468043274660491,1468043351347061,1775212851210,0,7748390882
1468043288611376,1468043365449874,1775212851224,0,7762493695
1468043308033034,1468043373324665,1775212851232,0,7770368486
1468043321975439,1468043396741905,1775212851255,0,7793785726
1468043341397097,1468043409388155,1775212851268,0,7806431976
1468043355339449,1468043429356332,1775212851288,0,7826400153
1468043374761107,1468043444226384,1775212851303,0,7841270205
1468043388703512,1468043470301176,1775212851329,0,7867344997
1468043408112046,1468043493746696,1775212851352,0,7890790517
1468043422067574,1468043494099301,1775212851353,0,7891143122
1468043441476108,1468043502038728,1775212851361,0,7899082549
1468043455431585,1468043534199301,1775212851393,0,7931243122
1468043474840119,1468043548484561,1775212851407,0,7945528382
1468043488795647,1468043571510134,1775212851430,0,7968553955
1468043508235502,1468043583703884,1775212851442,0,7980747705
1468043522159710,1468043598209769,1775212851457,0,7995253590
1468043541599565,1468043606333623,1775212851465,0,8003377444
1468043555523720,1468043627878467,1775212851486,0,8024922288
1468043574963575,1468043638661853,1775212851497,0,8035705674
1468043588887782,1468043658240655,1775212851517,0,8055284476
1468043608255478,1468043670433728,1775212851529,0,8067477549
1468043622251845,1468043699815446,1775212851558,0,8096859267
1468043641619541,1468043713446853,1775212851572,0,8110490674
1468043655615855,1468043733420707,1775212851592,0,8130464528
1468043674983551,1468043745930342,1775212851605,0,8142974163
1468043688979918,1468043768662842,1775212851627,0,8165706663
1468043708372821,1468043777664509,1775212851636,0,8174708330
1468043722343928,1468043797570238,1775212851656,0,8194614059
1468043741736831,1468043808312061,1775212851667,0,8205355882
1468043755707991,1468043831913675,1775212851690,0,8228957496
1468043775100894,1468043842859457,1775212851704,0,8239903278
1468043789072053,1468043871788727,1775212851730,0,8268832548
1468043808477967,1468043881996540,1775212851742,0,8279040361
1468043822436064,1468043903335446,1775212851762,0,8300379267
1468043841841978,1468043914261123,1775212851775,0,8311304944
1468043855800126,1468043934882790,1775212851793,0,8331926611
1468043875206040,1468043939866748,1775212851800,0,8336910569
1468043889164189,1468043956879144,1775212851815,0,8353922965
1468043908529494,1468043966093675,1775212851826,0,8363137496
1468043922528199,1468043998678259,1775212851857,0,8395722080
1468043941893504,1468044013436019,1775212851873,0,8410479840
1468043955892262,1468044037002373,1775212851895,0,8434046194
1468043975257567,1468044050281540,1775212851910,0,8447325361
1468043989256324,1468044068936436,1775212851927,0,8465980257
1468044008566291,1468044077276540,1775212851940,0,8474320361
1468044022620335,1468044098228363,1775212851957,0,8495272184
1468044041930302,1468044109052009,1775212851968,0,8506095830
1468044055984397,1468044130871540,1775212851989,0,8527915361
1468044075294364,1468044141092009,1775212852000,0,8538135830
1468044089348460,1468044166351800,1775212852025,0,8563395621
1468044108650475,1468044174059352,1775212852033,0,8571103173
1468044122712470,1468044195045342,1775212852054,0,8592089163
1468044142014485,1468044208789352,1775212852068,0,8605833173
1468044156076532,1468044239986748,1775212852098,0,8637030569
1468044175378547,1468044256674561,1775212852116,0,8653718382
1468044189440543,1468044273462634,1775212852132,0,8670506455
1468044208774216,1468044282531800,1775212852141,0,8679575621
1468044222804605,1468044299933363,1775212852158,0,8696977184
1468044242138278,1468044310864665,1775212852170,0,8707908486
1468044256168668,1468044332903415,1775212852191,0,8729947236
1468044275502341,1468044344502998,1775212852203,0,8741546819
1468044289532678,1468044374869144,1775212852233,0,8771912965
1468044308901183,1468044386605081,1775212852246,0,8783648902
1468044322896741,1468044407798415,1775212852266,0,8804842236
1468044342265246,1468044422030602,1775212852281,0,8819074423
1468044356260803,1468044438410342,1775212852297,0,8835454163
1468044375629308,1468044455174769,1775212852315,0,8852218590
1468044389624814,1468044467526800,1775212852326,0,8864570621
1468044408938476,1468044481815498,1775212852343,0,8878859319
1468044422988876,1468044513033883,1775212852372,0,8910077704
1468044442302538,1468044515539144,1775212852376,0,8912582965
1468044456352939,1468044533503467,1775212852392,0,8930547288
1468044475666601,1468044544415446,1775212852405,0,8941459267
1468044489716949,1468044557021123,1775212852416,0,8954064944
1468044508994205,1468044566726904,1775212852433,0,8963770725
1468044523081012,1468044590049561,1775212852449,0,8987093382
1468044542358268,1468044608472738,1775212852469,0,9005516559
1468044556445074,1468044631396956,1775212852490,0,9028440777
