sensor_type,event_timestamp_ns,elapsed_realtime_ns,wall_time_ms,x,y,z,accuracy
android.sensor.gyroscope,1468043104318072,1468043110847634,1775212850969,-0.07788526,-0.09010255,-0.07574723,3
android.sensor.accelerometer,1468043107783229,1468043116447947,1775212850975,-0.26919255,8.718249,4.8233323,3
android.sensor.gyroscope,1468043128062760,1468043135005967,1775212850994,-0.05222894,-0.10354158,-0.08429934,3
android.sensor.accelerometer,1468043136276822,1468043144142999,1775212851003,-0.20219351,8.799605,5.0099726,3
android.sensor.gyroscope,1468043151807447,1468043159589301,1775212851018,0.07116575,-0.022907428,-0.10873393,3
android.sensor.accelerometer,1468043164770416,1468043172565603,1775212851031,-0.59700924,8.825927,4.4165525,3
android.sensor.gyroscope,1468043175552083,1468043182098676,1775212851041,0.003970621,-0.01802051,-0.07696896,3
android.sensor.accelerometer,1468043193264010,1468043201434978,1775212851060,-0.43908295,8.679964,4.4524446,3
android.sensor.gyroscope,1468043199296770,1468043205928676,1775212851064,-0.116980605,-0.06933315,-0.050090913,3
android.sensor.accelerometer,1468043212259739,1468043221500655,1775212851080,0.010767702,8.553144,4.663013,3
android.sensor.gyroscope,1468043223041406,1468043230108311,1775212851089,-0.030237807,-0.015577052,-0.11362085,3
android.sensor.accelerometer,1468043240753385,1468043249373988,1775212851108,-0.20219351,8.711071,4.6845484,3
android.sensor.gyroscope,1468043246786093,1468043253616853,1775212851112,0.07971785,0.003970621,-0.12828161,3
android.sensor.gyroscope,1468043270530781,1468043277296905,1775212851136,-0.04367683,-0.037568185,-0.017104214,3
android.sensor.accelerometer,1468043269246979,1468043277388259,1775212851136,-0.6759724,8.830712,3.7393837,3
android.sensor.gyroscope,1468043294275468,1468043300524978,1775212851159,-0.19028437,0.013744458,0.067195125,3
android.sensor.accelerometer,1468043297740572,1468043305817999,1775212851164,-0.022731815,8.663215,4.6031923,3
android.sensor.gyroscope,1468043313271197,1468043321555290,1775212851180,-0.16829325,0.014966187,0.05253437,3
android.sensor.accelerometer,1468043326234218,1468043334539144,1775212851193,0.23808585,8.428718,4.950152,3
android.sensor.gyroscope,1468043337015885,1468043343899144,1775212851202,-0.0754418,0.043065965,-0.008552107,3
android.sensor.accelerometer,1468043354727812,1468043363096696,1775212851222,-0.3361916,8.55793,4.71087,3
android.sensor.gyroscope,1468043360760520,1468043367742634,1775212851226,-0.026572619,-0.0058032153,-0.0073303776,3
android.sensor.gyroscope,1468043384505208,1468043391753988,1775212851250,-0.14630212,0.10415245,0.16004658,3
android.sensor.accelerometer,1468043383221406,1468043391911019,1775212851250,-0.8147561,8.718249,3.8853457,3
android.sensor.gyroscope,1468043408249895,1468043414618519,1775212851273,-0.19028437,0.23854269,0.2687805,3
android.sensor.accelerometer,1468043411715052,1468043420510603,1775212851279,-0.12801601,8.46461,5.031508,3
android.sensor.gyroscope,1468043431994583,1468043439896644,1775212851298,-0.14630212,0.160352,0.21013749,3
android.sensor.accelerometer,1468043440208645,1468043448714301,1775212851307,0.04426722,8.569894,4.7419763,3
android.sensor.gyroscope,1468043455739270,1468043463103780,1775212851322,-0.11331542,0.2556469,0.24312419,3
android.sensor.accelerometer,1468043468702239,1468043476833155,1775212851335,-0.20697916,8.179864,4.859225,3
android.sensor.gyroscope,1468043479483958,1468043486117009,1775212851345,-0.21105379,0.17989968,0.23701553,3
android.sensor.accelerometer,1468043487698020,1468043496850551,1775212851355,-0.21894327,8.361719,4.598407,3
android.sensor.gyroscope,1468043503228593,1468043509887373,1775212851368,-0.32833982,0.29840744,0.29810202,3
android.sensor.accelerometer,1468043516191614,1468043524191801,1775212851383,-0.6687939,8.577073,5.057829,3
android.sensor.gyroscope,1468043526973281,1468043533722478,1775212851392,-0.42729992,0.48777553,0.4996874,3
android.sensor.accelerometer,1468043544685260,1468043552981071,1775212851412,0.24526432,8.37129,6.3140607,3
android.sensor.gyroscope,1468043550717968,1468043557763988,1775212851416,-0.14263692,0.41935867,0.5229002,3
android.sensor.gyroscope,1468043574462656,1468043580777061,1775212851439,0.032070402,0.4242456,0.44959646,3
android.sensor.accelerometer,1468043573178854,1468043580928051,1775212851439,0.40558344,8.830712,5.4550376,3
android.sensor.gyroscope,1468043598207343,1468043604804717,1775212851463,0.013744458,0.41080657,0.3347539,3
android.sensor.accelerometer,1468043601672500,1468043609693363,1775212851468,0.78364944,8.696713,5.299504,3
android.sensor.gyroscope,1468043621952031,1468043629085759,1775212851488,-0.0033597562,0.35705048,0.18936808,3
android.sensor.accelerometer,1468043630166093,1468043638493050,1775212851497,0.07058827,8.553144,4.67737,3
android.sensor.gyroscope,1468043645696718,1468043652746592,1775212851511,-0.23182319,0.26175556,0.09651663,3
android.sensor.accelerometer,1468043658659739,1468043666951905,1775212851525,-0.058624156,8.68475,5.28754,3
android.sensor.gyroscope,1468043669441406,1468043676213103,1775212851535,-0.28069237,0.11148282,-0.008552107,3
android.sensor.accelerometer,1468043687153333,1468043695906540,1775212851554,-0.30269206,8.675179,5.569893,3
android.sensor.gyroscope,1468043693186093,1468043701058311,1775212851560,-0.123089254,0.045509428,-0.1075122,3
android.sensor.gyroscope,1468043716930781,1468043723546957,1775212851582,-0.18906265,0.21777329,0.11117739,3
android.sensor.accelerometer,1468043715646979,1468043724151905,1775212851583,-1.2574283,9.041281,4.404588,3
android.sensor.gyroscope,1468043740675468,1468043747278884,1775212851606,-0.3271181,0.2886336,0.27244568,3
android.sensor.accelerometer,1468043744140572,1468043752153207,1775212851611,-0.62811595,8.029117,5.8833528,3
android.sensor.gyroscope,1468043764420156,1468043771185655,1775212851630,-0.15851942,0.1065959,0.16859868,3
android.sensor.accelerometer,1468043772634218,1468043780482686,1775212851639,-0.4319045,8.151151,5.6967125,3
android.sensor.gyroscope,1468043788164843,1468043794984978,1775212851654,0.06139191,0.14691298,0.21135922,3
android.sensor.accelerometer,1468043801127812,1468043809239925,1775212851668,-0.6113662,8.385647,4.7659044,3
android.sensor.gyroscope,1468043811909531,1468043820387530,1775212851679,-0.022907428,0.13836087,0.27977607,3
android.sensor.accelerometer,1468043829621458,1468043838153467,1775212851697,-0.5132605,8.507681,4.686941,3
android.sensor.gyroscope,1468043835654218,1468043842082998,1775212851701,-0.0876591,0.36315912,0.42271844,3
android.sensor.gyroscope,1468043859398906,1468043866650498,1775212851725,-0.02535089,0.3423897,0.39950556,3
android.sensor.accelerometer,1468043858115104,1468043866781957,1775212851725,-0.1902294,7.856833,5.4095736,3
android.sensor.gyroscope,1468043883143593,1468043889871540,1775212851748,-0.06444623,0.09315688,0.30787584,3
android.sensor.accelerometer,1468043886608750,1468043894952373,1775212851753,-0.06819545,7.966903,4.9956155,3
android.sensor.gyroscope,1468043906888281,1468043913798727,1775212851772,-0.08643737,0.17867795,0.29810202,3
android.sensor.accelerometer,1468043915102343,1468043923807269,1775212851782,0.11365908,7.9860454,5.1343994,3
android.sensor.gyroscope,1468043930632968,1468043937199665,1775212851796,-0.1621846,0.11514801,0.25900668,3
android.sensor.accelerometer,1468043943595989,1468043951786696,1775212851810,-0.52522457,8.1344,4.8305106,3
android.sensor.gyroscope,1468043954377656,1468043960894509,1775212851819,-0.2122755,0.100487255,0.33353218,3
android.sensor.gyroscope,1468043973373437,1468043980918675,1775212851839,-0.2623664,0.20311254,0.40194902,3
android.sensor.accelerometer,1468043972089635,1468043981072373,1775212851840,-0.27876383,8.009974,5.1846485,3
android.sensor.gyroscope,1468043997118125,1468044004239509,1775212851863,-0.17195843,0.021074835,0.194255,3
android.sensor.accelerometer,1468044000583229,1468044009147842,1775212851868,0.47976094,7.820941,5.95753,3
android.sensor.gyroscope,1468044020862812,1468044027436123,1775212851886,-0.06811142,0.027183482,0.13194679,3
android.sensor.accelerometer,1468044029076875,1468044037226748,1775212851896,-0.09451649,8.285149,4.6295137,3
android.sensor.gyroscope,1468044039858593,1468044048435290,1775212851907,-0.13041963,0.16890411,0.19181155,3
android.sensor.accelerometer,1468044057570520,1468044065607269,1775212851924,-0.15672988,8.323434,4.6725845,3
android.sensor.gyroscope,1468044063603281,1468044070171644,1775212851929,-0.38698283,0.24098615,0.31398448,3
android.sensor.gyroscope,1468044087347968,1468044094531436,1775212851953,-0.2403753,0.13591741,0.14294235,3
android.sensor.accelerometer,1468044086064166,1468044094669977,1775212851953,0.75972116,7.411768,7.0965137,3
android.sensor.gyroscope,1468044111092656,1468044124520550,1775212851984,0.20433427,-0.026572619,-0.05742129,3
android.sensor.accelerometer,1468044114557812,1468044125877165,1775212851984,0.34337005,7.90469,6.0580287,3
android.sensor.gyroscope,1468044139586302,1468044146048727,1775212852005,0.1310305,0.06139191,-0.008552107,3
android.sensor.accelerometer,1468044143051406,1468044151183779,1775212852010,-0.23569304,8.440681,3.799204,3
android.sensor.gyroscope,1468044163330989,1468044170000342,1775212852029,-0.23793183,0.1725693,0.08918626,3
android.sensor.accelerometer,1468044171545052,1468044179985863,1775212852038,0.3361916,7.954939,5.4095736,3
android.sensor.gyroscope,1468044187075677,1468044193612009,1775212852052,-0.22693627,0.13225223,0.0036651888,3
android.sensor.accelerometer,1468044190540833,1468044200296644,1775212852059,0.573081,7.969296,6.2925253,3
android.sensor.gyroscope,1468044210820416,1468044217370654,1775212852076,0.038179047,0.062613636,-0.11606431,3
android.sensor.accelerometer,1468044219034479,1468044226946748,1775212852085,-0.029910283,8.206185,5.58425,3
android.sensor.gyroscope,1468044234565104,1468044241046904,1775212852100,-0.05222894,-0.022907428,-0.073303774,3
android.sensor.accelerometer,1468044247528125,1468044255628727,1775212852114,-0.18065812,8.321041,4.639085,3
android.sensor.gyroscope,1468044253560885,1468044262624144,1775212852121,-0.18661919,0.094378605,0.045203995,3
android.sensor.gyroscope,1468044277305572,1468044284002165,1775212852143,-0.2159407,0.33017242,0.16493349,3
android.sensor.accelerometer,1468044276021770,1468044284092842,1775212852143,0.15672988,7.966903,5.608178,3
android.sensor.gyroscope,1468044301050260,1468044307614613,1775212852166,-0.124310985,0.20922118,0.02443459,3
android.sensor.accelerometer,1468044304515416,1468044312479821,1775212852171,0.32662028,8.04108,6.4384875,3
android.sensor.gyroscope,1468044324795000,1468044331527894,1775212852190,0.038179047,0.14080434,-0.050090913,3
android.sensor.accelerometer,1468044333009062,1468044341015134,1775212852200,-0.14955142,8.421539,5.1822557,3
android.sensor.gyroscope,1468044343790729,1468044351653102,1775212852210,0.051618073,0.29962918,0.018325943,3
android.sensor.accelerometer,1468044361502708,1468044369850134,1775212852228,0.046660043,8.04108,5.675177,3
android.sensor.gyroscope,1468044367535468,1468044374116904,1775212852233,-0.11209369,0.19700389,0.0061086477,3
android.sensor.accelerometer,1468044389996354,1468044398482998,1775212852257,-0.2883351,8.160722,5.715855,3
android.sensor.gyroscope,1468044391280156,1468044398626071,1775212852257,0.0015271619,0.29962918,0.0024434591,3
android.sensor.gyroscope,1468044415024843,1468044421910238,1775212852280,-0.030237807,0.32039857,0.07819069,3
android.sensor.accelerometer,1468044418490000,1468044426976279,1775212852285,-0.42951167,8.2348995,5.849853,3
android.sensor.gyroscope,1468044438769583,1468044445943206,1775212852304,-0.08155045,0.19456044,0.068416856,3
android.sensor.accelerometer,1468044446983645,1468044455231696,1775212852314,-0.07537391,8.182257,6.1034923,3
android.sensor.gyroscope,1468044462514270,1468044469317269,1775212852328,0.0650571,0.27275112,0.106290475,3
android.sensor.accelerometer,1468044475477291,1468044483719665,1775212852342,-0.21655045,8.237292,6.0364933,3
android.sensor.gyroscope,1468044486259010,1468044495446592,1775212852354,0.15790854,0.30573782,0.14294235,3
android.sensor.accelerometer,1468044503970937,1468044512945967,1775212852371,0.14955142,7.8783684,6.598807,3
android.sensor.gyroscope,1468044510003697,1468044516682894,1775212852375,0.14935644,-0.053450666,-0.02565632,3
android.sensor.gyroscope,1468044533748385,1468044540351227,1775212852399,0.31062475,0.008857539,-0.067195125,3
android.sensor.accelerometer,1468044532464583,1468044540464404,1775212852399,0.02751746,8.304291,5.541179,3
android.sensor.gyroscope,1468044557493125,1468044564776019,1775212852423,0.31184646,0.12125666,0.010995566,3
android.sensor.accelerometer,1468044560958281,1468044569022165,1775212852428,-0.24047868,8.835498,4.579264,3
android.sensor.gyroscope,1468044581237812,1468044588020186,1775212852447,0.11270455,0.12247839,0.07696896,3
android.sensor.accelerometer,1468044589451927,1468044599325133,1775212852458,0.23330021,8.553144,5.569893,3
android.sensor.gyroscope,1468044604982552,1468044611781956,1775212852470,0.15668681,-0.08032872,-0.042760536,3
android.sensor.accelerometer,1468044617945572,1468044625914717,1775212852484,0.6879365,8.076973,5.5579286,3
android.sensor.gyroscope,1468044628727239,1468044635576748,1775212852494,0.17623448,-0.23793183,-0.25411975,3
android.sensor.accelerometer,1468044636941354,1468044647832686,1775212852506,-0.096909314,8.543573,4.36391,3
android.sensor.gyroscope,1468044652471979,1468044660106748,1775212852519,-0.059559315,-0.18539746,-0.18570289,3
android.sensor.accelerometer,1468044665435000,1468044673463779,1775212852532,-0.51565325,8.768498,4.8496532,3
android.sensor.gyroscope,1468044676216718,1468044682624508,1775212852541,-0.1499673,-0.083993904,-0.015882485,3
android.sensor.gyroscope,1468044695212447,1468044703044248,1775212852562,-0.04856375,-0.032681264,0.034208428,3
android.sensor.accelerometer,1468044693928645,1468044703365654,1775212852562,-0.15194423,8.254042,5.77089,3
android.sensor.gyroscope,1468044718957187,1468044725788623,1775212852584,0.09682207,-0.1915061,-0.05986475,3
android.sensor.accelerometer,1468044722422343,1468044730967165,1775212852590,0.31226337,8.055437,5.6799626,3
android.sensor.gyroscope,1468044742701875,1468044751782738,1775212852610,0.13836087,-0.19028437,-0.11362085,3
android.sensor.accelerometer,1468044741418072,1468044751875238,1775212852610,0.18544376,8.304291,4.706084,3
android.sensor.gyroscope,1468044766446614,1468044773187477,1775212852632,-0.066889696,-0.092546016,-0.09407318,3
android.sensor.accelerometer,1468044769911770,1468044778069456,1775212852637,0.0011964113,8.505288,4.586443,3
android.sensor.gyroscope,1468044790191354,1468044796648154,1775212852655,-0.1291979,0.00641408,-0.012217295,3
android.sensor.accelerometer,1468044798405416,1468044806427060,1775212852665,-0.049052864,8.220542,5.352146,3
android.sensor.gyroscope,1468044813936041,1468044820882113,1775212852679,-0.091324285,-0.0754418,-0.023212861,3
android.sensor.accelerometer,1468044826899114,1468044836341852,1775212852695,0.111266255,8.048259,5.89771,3
android.sensor.gyroscope,1468044837680781,1468044844394040,1775212852703,0.051618073,-0.19028437,-0.08918626,3
android.sensor.accelerometer,1468044855392760,1468044864040654,1775212852723,-0.022731815,8.565108,4.9812584,3
android.sensor.gyroscope,1468044861425520,1468044868216383,1775212852727,0.13591741,-0.07422007,-0.05253437,3
android.sensor.gyroscope,1468044885170208,1468044891701956,1775212852750,-0.0033597562,0.16768238,0.12828161,3
android.sensor.accelerometer,1468044883886406,1468044891879873,1775212852750,-0.010767702,8.43111,4.6414776,3
android.sensor.gyroscope,1468044908914947,1468044915216331,1775212852774,-0.16096286,0.20311254,0.16615522,3
android.sensor.accelerometer,1468044912380104,1468044920749769,1775212852779,0.43429732,7.8017983,5.608178,3
android.sensor.gyroscope,1468044932659687,1468044940431175,1775212852799,-0.1707367,0.032070402,0.0048869182,3
android.sensor.accelerometer,1468044940873750,1468044948823779,1775212852807,0.85064846,7.4356966,6.476773,3
android.sensor.gyroscope,1468044956404375,1468044963247112,1775212852822,0.12614357,0.024740024,-0.24190246,3
android.sensor.accelerometer,1468044969367447,1468044977390446,1775212852836,-0.07776674,8.103293,5.3425746,3
android.sensor.gyroscope,1468044980149114,1468044987288519,1775212852846,0.016187917,0.03940078,-0.2480111,3
android.sensor.accelerometer,1468044988363229,1468044998480342,1775212852857,-0.317049,8.079366,5.4023952,3
android.sensor.gyroscope,1468045003893854,1468045010237633,1775212852869,-0.17318016,-0.024129158,-0.2272417,3
android.sensor.accelerometer,1468045016856875,1468045025070810,1775212852884,-0.096909314,8.033902,6.285347,3
android.sensor.gyroscope,1468045027638593,1468045034657685,1775212852893,0.022296565,0.029626941,-0.20036365,3
android.sensor.accelerometer,1468045045350572,1468045053679925,1775212852912,-0.5395815,8.344969,6.25424,3
android.sensor.gyroscope,1468045051383281,1468045057956071,1775212852916,0.21288638,-0.085215636,-0.14660755,3
android.sensor.gyroscope,1468045075128020,1468045081858987,1775212852940,0.19089524,-0.18051054,-0.14172062,3
android.sensor.accelerometer,1468045073844218,1468045081986331,1775212852940,-0.39361933,8.1942215,5.419145,3
android.sensor.gyroscope,1468045098872760,1468045105439248,1775212852964,0.14569125,-0.040011644,-0.07086031,3
android.sensor.accelerometer,1468045102337916,1468045110202165,1775212852969,-0.84825563,8.443074,4.77069,3
android.sensor.gyroscope,1468045113119583,1468045128255498,1775212852987,0.109039366,0.13836087,0.08185588,3
android.sensor.accelerometer,1468045130831562,1468045140180237,1775212852999,-0.5395815,8.35454,5.608178,3
android.sensor.gyroscope,1468045141613281,1468045149673310,1775212853008,0.052839804,0.05894845,0.14660755,3
android.sensor.accelerometer,1468045159325260,1468045168259300,1775212853027,-0.106480606,8.35454,5.4981084,3
android.sensor.gyroscope,1468045165358020,1468045171929144,1775212853030,0.0772744,0.03084867,0.08185588,3
android.sensor.gyroscope,1468045189102760,1468045195737946,1775212853054,-0.04734202,0.082161315,0.098960094,3
android.sensor.accelerometer,1468045187818958,1468045196049196,1775212853055,-0.4438686,8.392825,4.9381876,3
android.sensor.gyroscope,1468045212847447,1468045220189039,1775212853079,-0.28802276,0.17501275,0.18325943,3
android.sensor.accelerometer,1468045216312604,1468045224412217,1775212853083,-0.47258246,7.8520474,5.4406805,3
android.sensor.gyroscope,1468045236592187,1468045243298467,1775212853102,-0.3735438,0.045509428,0.11728604,3
android.sensor.accelerometer,1468045244806302,1468045252834821,1775212853111,0.23330021,7.6366935,6.256633,3
android.sensor.gyroscope,1468045260336927,1468045267631748,1775212853126,-0.15363249,0.0736092,0.0048869182,3
android.sensor.accelerometer,1468045273300000,1468045281171175,1775212853140,0.058624156,7.7012997,5.8067822,3
android.sensor.gyroscope,1468045284081666,1468045290874612,1775212853149,-0.035124727,0.023518294,-0.13316852,3
android.sensor.accelerometer,1468045301793645,1468045310163883,1775212853169,-0.6376872,8.2253275,4.801797,3
android.sensor.gyroscope,1468045307826406,1468045314261227,1775212853173,-0.26480988,-0.030237807,-0.15638138,3
android.sensor.gyroscope,1468045331571145,1468045338169352,1775212853197,-0.47372565,0.027183482,-0.020769402,3
android.sensor.accelerometer,1468045330287343,1468045338286748,1775212853197,-0.6472585,8.213364,5.608178,3
android.sensor.gyroscope,1468045355315885,1468045361890289,1775212853220,-0.41752607,0.013744458,0.035430156,3
android.sensor.accelerometer,1468045358781041,1468045366815706,1775212853225,-0.34576288,7.763513,7.091728,3
android.sensor.gyroscope,1468045379060625,1468045385957633,1775212853244,0.027183482,0.010079269,0.06352994,3
android.sensor.accelerometer,1468045387274739,1468045396525446,1775212853255,-0.25004998,7.6127653,6.7854466,3
android.sensor.gyroscope,1468045402805364,1468045409358258,1775212853268,0.34727663,0.10537417,0.12339468,3
android.sensor.accelerometer,1468045415768385,1468045423680654,1775212853282,-0.61854464,8.050652,4.7395835,3
android.sensor.gyroscope,1468045426550104,1468045433285185,1775212853292,0.10293072,0.14446951,0.23457208,3
android.sensor.gyroscope,1468045445545885,1468045453734873,1775212853312,-0.1707367,0.11759147,0.23457208,3
android.sensor.accelerometer,1468045444262083,1468045453864925,1775212853312,0.0059820567,7.6606216,5.163113,3
android.sensor.gyroscope,1468045469290625,1468045476135029,1775212853335,-0.20494513,0.0650571,0.1197295,3
android.sensor.accelerometer,1468045472755781,1468045480447477,1775212853339,0.5563313,7.2969127,6.227919,3
android.sensor.gyroscope,1468045493035364,1468045500848206,1775212853359,0.00763581,0.107817635,0.07696896,3
android.sensor.accelerometer,1468045491751562,1468045500958154,1775212853359,0.16151553,7.5457664,6.1441703,3
android.sensor.gyroscope,1468045516780104,1468045523275966,1775212853382,0.043065965,0.09315688,0.11606431,3
android.sensor.accelerometer,1468045520245260,1468045528576904,1775212853387,-0.25962126,7.844869,5.3066826,3
android.sensor.gyroscope,1468045540524843,1468045547338206,1775212853406,0.083383046,0.32039857,0.28710645,3
android.sensor.accelerometer,1468045548738958,1468045556842893,1775212853415,-0.17826529,7.87119,5.555536,3
android.sensor.gyroscope,1468045564269635,1468045570749821,1775212853429,-0.01802051,0.16890411,0.2687805,3
android.sensor.accelerometer,1468045577232656,1468045585344925,1775212853444,0.6376872,7.706085,5.766104,3
android.sensor.gyroscope,1468045588014375,1468045594549612,1775212853453,-0.013133593,0.100487255,0.21135922,3
android.sensor.accelerometer,1468045605726354,1468045613598727,1775212853472,0.8865408,7.253842,5.2516475,3
android.sensor.gyroscope,1468045611759114,1468045618279039,1775212853477,-0.036346454,0.23121232,0.20891576,3
android.sensor.gyroscope,1468045635503854,1468045644569039,1775212853503,-0.15729769,0.37048948,0.17104214,3
android.sensor.accelerometer,1468045634220052,1468045644696071,1775212853503,0.8602197,6.971489,5.8283176,3
android.sensor.gyroscope,1468045659248593,1468045665716643,1775212853524,-0.0876591,0.26542073,0.05986475,3
android.sensor.accelerometer,1468045662713750,1468045671987373,1775212853531,0.75493556,7.2442703,6.730412,3
android.sensor.gyroscope,1468045682993333,1468045689905966,1775212853548,0.18600832,0.33505934,0.09529491,3
android.sensor.accelerometer,1468045691207447,1468045701343518,1775212853560,0.31226337,7.765906,5.914459,3
android.sensor.gyroscope,1468045706738072,1468045713258414,1775212853572,0.27397284,0.41080657,0.20647229,3
android.sensor.accelerometer,1468045719701145,1468045727569352,1775212853586,0.25244278,7.952546,4.6295137,3
android.sensor.gyroscope,1468045730482864,1468045737660498,1775212853596,0.21532984,0.6856957,0.32986698,3
android.sensor.gyroscope,1468045749478645,1468045757698987,1775212853616,3.054324E-4,0.7724385,0.2516763,3
android.sensor.accelerometer,1468045748194843,1468045757951071,1775212853616,0.7788638,7.0815587,5.328218,3
android.sensor.gyroscope,1468045773223385,1468045780182633,1775212853639,-0.123089254,0.49266243,-0.12828161,3
android.sensor.accelerometer,1468045776688541,1468045785058987,1775212853644,0.6376872,7.7180495,6.88116,3
android.sensor.gyroscope,1468045792219218,1468045801030706,1775212853660,0.0736092,0.29474226,-0.32009315,3
android.sensor.accelerometer,1468045805182239,1468045813719248,1775212853672,-0.8865408,9.223135,5.8689957,3
android.sensor.gyroscope,1468045815963958,1468045823024508,1775212853682,0.27030766,0.33750278,-0.13683371,3
android.sensor.accelerometer,1468045833675937,1468045841577425,1775212853700,-1.4344971,9.424132,5.2899327,3
android.sensor.gyroscope,1468045839708697,1468045846378987,1775212853705,0.2715294,0.37171122,0.062308207,3
android.sensor.gyroscope,1468045863453437,1468045870228258,1775212853729,0.25442517,0.33750278,0.2809978,3
android.sensor.accelerometer,1468045862169635,1468045870385289,1775212853729,-1.8340986,9.629914,4.825725,3
android.sensor.gyroscope,1468045887198229,1468045893618518,1775212853752,0.014966187,0.22510368,0.4752528,3
android.sensor.accelerometer,1468045890663385,1468045900137581,1775212853759,-0.63529444,8.837891,5.1583276,3
android.sensor.gyroscope,1468045910942968,1468045917976904,1775212853776,-0.14385866,0.16279547,0.4960222,3
android.sensor.accelerometer,1468045919157083,1468045927143206,1775212853786,0.5706882,8.2348995,5.7469616,3
android.sensor.gyroscope,1468045934687708,1468045941175185,1775212853800,-0.066889696,0.21655156,0.47647452,3
android.sensor.accelerometer,1468045947650781,1468045955988258,1775212853815,-0.039481573,8.933603,6.2063837,3
android.sensor.gyroscope,1468045958432500,1468045965617373,1775212853824,0.08093958,0.074830934,0.53023064,3
android.sensor.accelerometer,1468045976144479,1468045983991383,1775212853842,-0.06580263,9.012567,5.3186464,3
android.sensor.gyroscope,1468045982177239,1468045988945550,1775212853847,0.052839804,0.09315688,0.67683816,3
android.sensor.accelerometer,1468046004638229,1468046012654195,1775212853871,1.6905292,8.373683,5.8283176,3
android.sensor.gyroscope,1468046005922031,1468046012748883,1775212853871,-0.016798781,0.14569125,0.56810427,3
android.sensor.gyroscope,1468046029666770,1468046036306539,1775212853895,0.1933387,0.51343185,0.43127054,3
android.sensor.accelerometer,1468046033131927,1468046041082685,1775212853900,1.7527425,8.629715,5.8211393,3
android.sensor.gyroscope,1468046048662604,1468046058077945,1775212853917,0.21288638,0.5610793,0.239459,3
android.sensor.accelerometer,1468046061625625,1468046069871070,1775212853928,0.2548356,8.703893,4.859225,3
android.sensor.gyroscope,1468046072407343,1468046080261175,1775212853939,-0.0632245,0.4987711,0.08552107,3
android.sensor.accelerometer,1468046080621458,1468046091824508,1775212853950,-0.3792624,8.725428,5.3330035,3
android.sensor.gyroscope,1468046096152083,1468046102949404,1775212853961,-0.16340633,0.42913252,0.13316852,3
android.sensor.accelerometer,1468046109115156,1468046116845810,1775212853975,0.2739782,8.364112,6.024529,3
android.sensor.gyroscope,1468046119896875,1468046126392841,1775212853985,-0.18906265,0.43401942,0.15027274,3
android.sensor.accelerometer,1468046137608854,1468046146545706,1775212854005,0.30508488,8.581859,6.2063837,3
android.sensor.gyroscope,1468046138892656,1468046146665185,1775212854005,-0.118202336,0.4486802,0.124616414,3
android.sensor.gyroscope,1468046162637447,1468046169347529,1775212854028,0.050396346,0.54519683,0.21258095,3
android.sensor.accelerometer,1468046166102604,1468046174661904,1775212854033,-0.276371,8.749356,5.3090754,3
android.sensor.gyroscope,1468046186382187,1468046192780862,1775212854051,-0.08643737,0.47311476,0.2357938,3
android.sensor.accelerometer,1468046185098385,1468046194692425,1775212854053,-0.36490545,8.562716,5.122435,3
android.sensor.gyroscope,1468046210126979,1468046216571591,1775212854075,-0.21105379,0.37048948,0.23212862,3
android.sensor.accelerometer,1468046213592135,1468046221448154,1775212854080,-0.13280165,8.309076,5.6560345,3
android.sensor.gyroscope,1468046229122760,1468046238089560,1775212854097,-0.2159407,0.33994624,0.20280711,3
android.sensor.accelerometer,1468046242085833,1468046250031070,1775212854109,0.022731815,8.019546,5.2492547,3
android.sensor.gyroscope,1468046252867552,1468046260140862,1775212854119,-0.24281874,0.34849834,0.12095123,3
android.sensor.gyroscope,1468046271863385,1468046280492477,1775212854139,-0.3100139,0.36193737,0.13316852,3
android.sensor.accelerometer,1468046270579583,1468046280578518,1775212854139,-0.8865408,8.055437,5.4406805,3
android.sensor.gyroscope,1468046295608125,1468046302145966,1775212854161,-0.1414152,0.39003715,0.24068072,3
android.sensor.accelerometer,1468046299073281,1468046307350497,1775212854166,-0.69272214,7.605587,6.7256265,3
android.sensor.gyroscope,1468046319352916,1468046325771070,1775212854184,0.094378605,0.32039857,0.2357938,3
android.sensor.accelerometer,1468046327567031,1468046335768935,1775212854194,-1.1186446,7.8903327,5.9551373,3
android.sensor.gyroscope,1468046343097656,1468046349647424,1775212854208,0.09926552,0.26419902,0.3836231,3
android.sensor.accelerometer,1468046356060729,1468046364260862,1775212854223,-0.9487542,8.402397,4.825725,3
android.sensor.gyroscope,1468046366842447,1468046373304664,1775212854232,-0.0876591,0.40347618,0.582765,3
android.sensor.accelerometer,1468046384554479,1468046393225497,1775212854252,0.058624156,7.8903327,5.998208,3
android.sensor.gyroscope,1468046390587187,1468046397180445,1775212854256,-0.17928882,0.4071414,0.54733485,3
android.sensor.gyroscope,1468046414331979,1468046421065497,1775212854280,-0.16951497,0.30329436,0.2932151,3
android.sensor.accelerometer,1468046413048177,1468046421264664,1775212854280,0.52522457,7.519445,6.3068824,3
android.sensor.gyroscope,1468046438076770,1468046444803101,1775212854303,-0.29779658,0.22143848,0.07086031,3
android.sensor.accelerometer,1468046441541927,1468046449724039,1775212854308,-0.24047868,7.6199436,5.6727843,3
android.sensor.gyroscope,1468046461821510,1468046468645549,1775212854327,-0.4187478,0.20922118,0.008552107,3
